Accession	Geo_Location	Collection_Date	GenBank_Title
MT258379	"USA: San Francisco, CA"	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-007/2020, complete genome"
MT258380	"USA: San Francisco, CA"	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-011/2020, complete genome"
MT258381	"USA: San Francisco, CA"	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-013/2020, complete genome"
MT258382	"USA: San Francisco, CA"	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-014/2020, complete genome"
MT258383	"USA: San Francisco, CA"	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-015/2020, complete genome"
MT259226	"China: Hubei, Wuhan"	2020-01-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_OS52/2020, complete genome"
MT259227	"China: Hubei, Wuhan"	2020-01-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012611/2020, complete genome"
MT259228	"China: Hubei, Wuhan"	2020-01-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012605/2020, complete genome"
MT259229	"China: Hubei, Wuhan"	2020-01-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012602/2020, complete genome"
MT259230	"China: Hubei, Wuhan"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012506/2020, complete genome"
MT259231	"China: Hubei, Wuhan"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012504/2020, complete genome"
MT259235	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW243/2020, complete genome"
MT259236	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW244/2020, complete genome"
MT259237	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW245/2020, complete genome"
MT259238	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW246/2020, partial genome"
MT259239	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW247/2020, complete genome"
MT259240	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW248/2020, partial genome"
MT259241	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW249/2020, complete genome"
MT259242	USA: CT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW250/2020, partial genome"
MT259243	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW251/2020, complete genome"
MT259244	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW252/2020, complete genome"
MT259245	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW253/2020, complete genome"
MT259246	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW254/2020, complete genome"
MT259247	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW255/2020, complete genome"
MT259248	USA: CT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW256/2020, complete genome"
MT259249	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW257/2020, complete genome"
MT259250	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW258/2020, complete genome"
MT259251	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW259/2020, complete genome"
MT259252	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW260/2020, complete genome"
MT259253	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW261/2020, complete genome"
MT259254	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW262/2020, complete genome"
MT259255	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW263/2020, partial genome"
MT259256	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW264/2020, complete genome"
MT259257	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW265/2020, complete genome"
MT259258	USA: MN	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW266/2020, complete genome"
MT259259	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW267/2020, partial genome"
MT259260	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW268/2020, complete genome"
MT259261	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW269/2020, complete genome"
MT259262	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW270/2020, partial genome"
MT259263	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW271/2020, complete genome"
MT259264	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW272/2020, complete genome"
MT259265	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW273/2020, partial genome"
MT259266	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW274/2020, complete genome"
MT259267	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW275/2020, complete genome"
MT259268	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW276/2020, complete genome"
MT259269	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW277/2020, complete genome"
MT259270	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW278/2020, partial genome"
MT259271	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW279/2020, complete genome"
MT259272	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW280/2020, partial genome"
MT259273	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW282/2020, complete genome"
MT259274	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW284/2020, complete genome"
MT259275	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW285/2020, complete genome"
MT259276	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW286/2020, partial genome"
MT259277	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW287/2020, complete genome"
MT259278	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW288/2020, complete genome"
MT259279	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW289/2020, partial genome"
MT259280	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW290/2020, complete genome"
MT259281	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW291/2020, complete genome"
MT259282	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW292/2020, complete genome"
MT259283	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW293/2020, partial genome"
MT259284	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW294/2020, complete genome"
MT259285	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW295/2020, complete genome"
MT259286	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW296/2020, complete genome"
MT259287	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW297/2020, complete genome"
LC534418	Japan	2020-02-14	"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/DP/Kng/19-031 RNA, complete genome"
LC534419	Japan	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/Kng/19-437 RNA, complete genome"
MT251972	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW236/2020, complete genome"
MT251973	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW237/2020, complete genome"
MT251974	USA: CT	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW238/2020, complete genome"
MT251975	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW239/2020, complete genome"
MT251976	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW240/2020, complete genome"
MT251977	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW234/2020, complete genome"
MT251978	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW235/2020, complete genome"
MT251979	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW241/2020, complete genome"
MT251980	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW242/2020, complete genome"
MT253696	"China: Zhejiang, Hangzhou"	2020-01-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-162/2020, complete genome"
MT253697	"China: Zhejiang, Hangzhou"	2020-01-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-178/2020, complete genome"
MT253698	"China: Zhejiang, Hangzhou"	2020-01-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-185/2020, complete genome"
MT253699	"China: Zhejiang, Hangzhou"	2020-01-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-477/2020, complete genome"
MT253700	"China: Zhejiang, Hangzhou"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-481/2020, complete genome"
MT253701	"China: Zhejiang, Hangzhou"	2020-01-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-48/2020, complete genome"
MT253702	"China: Zhejiang, Hangzhou"	2020-01-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-49/2020, complete genome"
MT253703	"China: Zhejiang, Hangzhou"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-551/2020, complete genome"
MT253704	"China: Zhejiang, Hangzhou"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-576/2020, complete genome"
MT253705	"China: Zhejiang, Hangzhou"	2020-01-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-60/2020, complete genome"
MT253706	"China: Zhejiang, Hangzhou"	2020-01-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-62/2020, complete genome"
MT253707	"China: Zhejiang, Hangzhou"	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-638/2020, complete genome"
MT253708	"China: Zhejiang, Hangzhou"	2020-01-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-79/2020, complete genome"
MT253709	"China: Zhejiang, Hangzhou"	2020-01-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-90/2020, complete genome"
MT253710	"China: Zhejiang, Hangzhou"	2020-01-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-91/2020, complete genome"
MT233526	USA: WA	2020-01-19	"Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MT246449	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW192/2020, complete genome"
MT246450	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW193/2020, complete genome"
MT246451	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW194/2020, complete genome"
MT246452	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW195/2020, complete genome"
MT246453	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW196/2020, complete genome"
MT246454	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW197/2020, complete genome"
MT246455	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW198/2020, complete genome"
MT246456	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW199/2020, complete genome"
MT246457	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW200/2020, complete genome"
MT246458	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW201/2020, complete genome"
MT246459	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW202/2020, complete genome"
MT246460	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW203/2020, complete genome"
MT246461	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW204/2020, complete genome"
MT246462	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW205/2020, complete genome"
MT246463	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW206/2020, partial genome"
MT246464	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW207/2020, complete genome"
MT246465	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW208/2020, partial genome"
MT246466	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW209/2020, complete genome"
MT246467	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW210/2020, complete genome"
MT246468	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW211/2020, complete genome"
MT246469	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW212/2020, complete genome"
MT246470	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW213/2020, complete genome"
MT246471	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW214/2020, complete genome"
MT246472	USA: WA	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW215/2020, complete genome"
MT246473	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW216/2020, complete genome"
MT246474	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW217/2020, complete genome"
MT246475	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW218/2020, complete genome"
MT246476	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW219/2020, complete genome"
MT246477	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW220/2020, complete genome"
MT246478	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW221/2020, complete genome"
MT246479	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW222/2020, complete genome"
MT246480	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW223/2020, complete genome"
MT246481	USA: WA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW224/2020, complete genome"
MT246482	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW225/2020, complete genome"
MT246483	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW226/2020, partial genome"
MT246484	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW227/2020, complete genome"
MT246485	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW228/2020, complete genome"
MT246486	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW229/2020, complete genome"
MT246487	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW230/2020, complete genome"
MT246488	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW231/2020, complete genome"
MT246489	USA: WA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW232/2020, complete genome"
MT246490	USA: WA	2020-03-15	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW233/2020, complete genome"
MT246667	USA: WA	2020-01-19	"Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MT240479	Pakistan: Gilgit	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/Gilgit1/2020, complete genome"
MT232869	Iran	2020-02-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-1/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT232870	Iran	2020-02-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-2/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT232871	Iran	2020-02-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-1/2020 surface glycoprotein (S) gene, partial cds"
MT232872	Iran	2020-02-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-2/2020 surface glycoprotein (S) gene, partial cds"
MT233519	Spain: Valencia	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia5/2020, complete genome"
MT233520	Spain: Valencia	2020-02-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia4/2020, partial genome"
MT233521	Spain: Valencia	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia6/2020, partial genome"
MT233522	Spain: Valencia	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia7/2020, complete genome"
MT233523	Spain: Valencia	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia8/2020, complete genome"
MT226610	China	2020-01-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/KMS1/2020, complete genome"
MT198651	Spain: Valencia	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia002/2020, partial genome"
MT198652	Spain: Valencia	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia003/2020, complete genome"
MT198653	Spain: Valencia	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia001/2020, partial genome"
MT192758	Italy: Cagliari	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/MBS-Cagliari-2/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT192759	Taiwan	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-01/2020, complete genome"
MT192765	"USA: CA, San Diego County"	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PC00101P/2020, complete genome"
MT192772	Viet Nam: Ho Chi Minh city	2020-01-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-01S/2020, complete genome"
MT192773	Viet Nam: Ho Chi Minh city	2020-01-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome"
MT186676	Iran: Tehran	2020-03-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/1337/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186677	Iran: Qum	2020-02-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/255194/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186678	Iran: Tehran	2020-02-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/25Aq/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186679	Iran: Tehran	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/1319/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186680	Iran	2020-02-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/257182/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186681	Iran: Tehran	2020-02-28	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/15AW/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186682	Iran: Tehran	2020-02-28	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/9BE/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT187977	Italy: Cagliari	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/MBS-Cagliari-1/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT188339	USA: MN	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN3-MDH3/2020, complete genome"
MT188340	USA: MN	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN2-MDH2/2020, complete genome"
MT188341	USA: MN	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN1-MDH1/2020, complete genome"
CADDYA000000000			"Severe acute respiratory syndrome coronavirus 2 isolate Covid-19-IHUMI1, whole genome shotgun sequencing project"
MT184907	USA	2020-02-18	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-19/2020, complete genome"
MT184908	USA	2020-02-21	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-21/2020, complete genome"
MT184909	USA	2020-02-21	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-22/2020, complete genome"
MT184910	USA	2020-02-18	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-23/2020, complete genome"
MT184911	USA	2020-02-17	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-24/2020, complete genome"
MT184912	USA	2020-02-17	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-25/2020, complete genome"
MT184913	USA	2020-02-24	"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-26/2020, complete genome"
MT163712	Iran	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/mehr1/2020 ORF1ab polyprotein, 3'-to-5' exonuclease region, gene, partial cds"
MT163714	India	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/341/2020 nucleocapsid protein (N) gene, partial cds"
MT163715	India	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/341/2020 nucleocapsid protein (N) gene, partial cds"
MT163716	USA: WA	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA3-UW1/2020, complete genome"
MT163717	USA: WA	2020-02-28	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome"
MT163718	USA: WA	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA6-UW3/2020, complete genome"
MT163719	USA: WA	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020, complete genome"
MT163720	USA: WA	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA8-UW5/2020, partial genome"
